name,label
අට්පුතරාසා,1
අටිපුනරාසා,0
අටපුතරාසා,0
නිම්නජිත්,1
ඞනිම්නපිත්ං,0
ඞනිම්නජිත්ං,0
සුගන්තිනි,1
සුගන්තිීනි,0
සේනාධීර,1
සේනාධීර,0
සේනාධීර,0
විද්‍යාපතිගේ,1
විද්‍යාපතිගේ,0
විද්‍යාපතිගේ,0
ක්‍රිෂාණි,1
ඞඇඑබ්‍රිෂානි,0
ක්‍රිෂානි,0
ගමගෙයි,1
ධේගමගෙයිං,0
ජයසිංහ,1
ඞඉඝජයසිං,0
දයාවතී,1
දිසාව,0
සමරමානගේ,1
සමරමානගේ,0
සමරමානගේ,0
මධුෂාණි,1
තුසිතා,1
නූසිතා,0
පොන්නුදුරෙයි,1
පොන්නුදුරෙයි,0
පොන්නුදුරෙයි,0
මුදියන්සේලෑගේ,1
මුදියන්සේලෑගේ,0
මුදියන්සේලෑගේ,0
නිලූෂා,1
නිලුෂා,0
නනිලුෂා,0
ආරච්චිගේ,1
ආරච්චිගේ,0
ආරච්චිගේ,0
මැදගමගේ,1
මැදගමගේ,0
මැදගමගේ,0
බුහාරි,1
ඞබුහාර්,0
පියමිණි,1
පියමිනි,0
පියමිනි,0
ගිම්හානි,1
ගිම්නානිං,0
ඛඞඝඞගිම්ගානි,0
ෂමිණී,1
ෂම්ළත,0
ෂම්ප,0
කුසුම්,1
ප්‍රනාන්දු,1
්ප්‍රනාන්්‍ර්‍ර,0
ප්‍රනාන්දුං,0
සෙනෙවිරත්න,1
සෙනෙචිරත්න,0
සෙනෙවිරත්නට,0
රෝහිත,1
රෝහිත,0
රෝහිත,0
ජුවේනියා,1
පජුවේනියා,0
ජුවේනියා,0
ප්‍රියදර්ශන,1
පියදර්ශන,0
විජේරත්න,1
විජේරත්න,0
ංචිජේරත්න,0
ආරච්චි,1
ආරච්ච්,0
ආරච්ච්,0
මුතුක්‍රිෂ්ණන්,1
මුතුබ්‍රිෂ්ණන්,0
සංගීත්,1
ඞශසංගීත්,0
අසංගීත්,0
චන්දන,1
චින්දදා,0
අරුන්දිකා,1
ඞඅරුන්දිකා,0
ගම්මනගේ,1
ගම්මනගේ,0
ඞගම්මනගේං,0
සුරංගිකා,1
ේෙඋසුරංගිකා,0
හිනිදුම,1
වීරකෝන්,1
චීරකෝන්,0
වීරකෝන්,0
චන්ද්‍රිකා,1
චන්දිකා,0
චන්දිකා,0
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
කැන්නත්තුඩාවගේ,1
කැන්නත්තුඩාවගේ,0
කැන්නත්තුඩාවගේ,0
මුහම්මදිස්මායිල්,1
මධුවන්ති,1
ඞමධුචන්තිං,0
ඛඞඝහමධුවන්ති,0
රත්නායක,1
ටෂන්ත,1
ට්‍රනේ්තං,0
එනේත,0
සිල්වා,1
මුදියන්සෙලාගේ,1
මුදියන්සෙලාගේ,0
මුදියන්සෙලාගේ,0
නිශාන්,1
අල්විස්,1
ඞඅල්විස්,0
චන්ද්‍රිකා,1
චන්දිධා,0
චන්දිකා,0
ධනංජය,1
ඩනංරයා,0
කුමාරිහාමි,1
හකුමාරිහාම්,0
සකුමාරිගාමිං,0
වික්‍රමකාරිලු,1
වචික්‍රමකාරලු,0
කවිදාසිනි,1
ඞකව්දාසිනි,0
කවිදායසිනි,0
කපුරාලලාගේ,1
කපුරාලලාගේ,0
කපුරාලලාගේට,0
ජයවික්‍රම,1
පයවිකත්‍රම,0
විජේසුන්දර,1
චිපේසුන්දර,0
වචිපේසුන්දර,0
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
වර්ණකුලසූරිය,1
වර්ණකුලසූරය,0
කුමාරි,1
බුමාර,0
ගෝණාගල,1
ගෝණාගල,0
ගෝණාගල,0
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
බක්මීදෙනිය,1
බක්මිදෙනිය,0
බක්මිදෙනිය,0
මොහමඩ්,1
මොහමඩ්,0
මොහමඩ්,0
විමලදාස,1
වචිමලදලදාස,0
සෙල්වරාසා,1
හේරත්,1
හේරත්,0
ගේත්,0
ජයලතා,1
ඈජයලතා,0
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේං,0
හේරත්,1
ඬහභේරත්,0
හේරත්,0
ගමරාලලාගේ,1
ගමරාලලාගේ,0
ගමරාලලාගේ,0
ජුවන්,1
යපුවන්,0
ආනන්ද,1
කුරුප්පු,1
බුරැරළු,0
කුරුපපු,0
ලියනගේ,1
ලියනගේ,0
ලියනගේං,0
හිමාලි,1
තිලකරත්න,1
අච්චිල්ලාගේ,1
අබිචිල්ලාගේ,0
අච්චිල්ලාගේ,0
ෆව්සුල්,1
ෆවිසුල්,0
ෆවසුල්,0
ජයවීර,1
පියවර,0
චන්දාලංකාර,1
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
වීරතුංග,1
චීරතංග,0
පරමසිවම්,1
ඈපරමසිවම්,0
ඞඈපරමසිවම්,0
දිවියන්,1
බමුණුසිංහ,1
ඞබමුණුසිංං,0
නවරත්නගේ,1
නවරත්නගේ,0
නවරත්නගේ,0
දිනේෂ්,1
දිනේෂ්,0
දිනේෂ්,0
සේනාදිපති,1
සේනාදිපති,0
සේනාදිපති,0
තාසිම්,1
ආාසිමි,0
රණසිංහ,1
ඞඝඉරණසිංහ,0
කුරුකුලාව,1
වරදරාජ්,1
චරදරාජ්,0
වරදරාජ්ං,0
සින්දිකා,1
සින්දකා,0
ඛෞසඡසින්දිකා,0
දේවයලාගේ,1
දේවයලාගේ,0
දේවයලාගේ,0
ඉන්දික,1
ඛඞඝඉන්දික්‍රං,0
ඞඉඝඉන්දික,0
නුවන්,1
හෂානී,1
නෂානී,0
හානී,0
අමීඩ්,1
අම්ඩි,0
අම්ඩ්්,0
කොටබෙ,1
කොටබෙ,0
ඈකොටබේ,0
ප්‍රසාදි,1
ප්‍රපාපද,0
උප්‍රසාදි,0
ඉදුනිල්,1
බුලත්ගමගේ,1
බුලත්ගමගේ,0
බුලත්ගමගේ,0
නසීර්,1
බසිර්,0
හේවාගේ,1
ඞඈහේවාගේ,0
ගේවාගේ,0
සංකල්ප,1
ඞහසංකල්ප,0
මොහම්මඩ්,1
මොහම්මඩ්,0
මොහම්මඩ්,0
ආරච්චි,1
ආරච්ච්,0
චේතන,1
චේතන,0
ේචේතන,0
යද්දෙස්සලාගේ,1
යද්දෙස්සලාගේ,0
යද්දෙස්සලාගේ,0
ආරුමුගම්,1
ආරුමුගම්,1
මනන්නලාගේ,1
මනන්නලාගේ,0
මනන්නලාගේ,0
කෝරලගම,1
කෝරලගම,0
කෝරලගම,0
හේරත්,1
හේරත්,0
ඛඞඝඞහේරත්,0
අප්පුලාගේ,1
අරප්පුලාගේ,0
අප්පුලාගේ,0
තවරාසා,1
තවචරාසා,0
තචරාසා,0
තරුෂි,1
අරුෂ්,0
නරැුම්,0
චාමර,1
පේඩිගේ,1
පේඩිගේ,0
පේඩ්ගේ,0
දවරාජා,1
නොයෙල්,1
නොයෙල්,0
නොයෙල්,0
අප්පුහාමිල්ලාගේ,1
අප්පුහාමිල්ලාගේ,0
අප්පුහාමිල්ලාගේ,0
පේමාවතී,1
ඞජපේමාවනී,0
ඈඡපේමාවතී,0
වලිමුණි,1
ඞසඇචළලිමුණනි,0
ඞවචලිමුණි,0
මදුභාෂණි,1
ඞමදුභාෂණි,0
හමදුහාෂණි,0
සෙම්පුකුට්ටි,1
සෙම්පුකූුට්ටි,0
කබෙම්පුකුට්ටිං,0
ලක්ෂානි,1
ඞලකෂානි,0
ජලකක්‍්ෂානි,0
අසංක,1
විමලවංශ,1
චිමලවංශ,0
සූරිය,1
හිර්ථල,0
සූරිර,0
රණසිංහ,1
ඞශරණසිංං,0
බාලචන්ද්‍ර,1
ඞසබාලචන්දුං,0
ශබාලචන්දු,0
කුමාර,1
ගුණවර්ධන,1
තමාලා,1
මුදලිනායක,1
ගමරාල්ලාගේ,1
ගමරාල්ලාගේ,0
ගමරාල්ලාගේට,0
ගමරාලලාගේ,1
ගමරාලලාගේ,0
ගමරාලලාගේ,0
කෝරලගේ,1
කෝරලගේ,0
කෝරලගේ,0
මැණිකේ,1
මැණිකේ,0
මැණිකේ,0
ලක්මිණි,1
ඞලක්මිනණි,0
දේවමුනිලාගේ,1
දේවමුනිලාගේ,0
දේවමුනිලාගේ,0
මධුරංගි,1
මධුරාගි,0
චතුර,1
සෝමාවතී,1
සෝමාවතී,0
සෝමාවතී,0
සිංහාර,1
ඉසිංහාර,0
සිංහා්ර,0
නිමේෂි,1
ඞනිමේෂා,0
ඛඞශනිමේෂ,0
අරුන්තවනාතන්,1
අරැන්තවනානන්,0
සචිත්‍ර,1
සචවච්බ්,0
සම්පත්,1
සම්පත්ං,0
කලුආරච්චිගේ,1
කලූආරච්චිගේ,0
කලූආරච්චිගේ,0
මනන්තලාගේ,1
මනන්තලාගේ,0
මනන්තලාගේ,0
සගාය,1
බාලසූරිය,1
බාලසූර්ය,0
ඞශඈඉබාලයූරිය,0
චාතුර්‍යා,1
චාතුරා,0
චාතුරරා,0
ලියනගේ,1
ලියනගේ,0
ලියනගේ,0
පරිමලාකාන්ති,1
පරමලාකාන්ති,0
කුමාර,1
සෙනවිරත්න,1
අප්පුහාමි,1
ඛඞඅප්පුහාමි,0
මල්කාන්ති,1
සිංහ,1
සිං,0
විදානපතිරනගේ,1
විදානපතිරනගේ,0
විදානපතිරනගේ,0
රාජරූපන්,1
ජරාජරෑපන්,0
රාජරුපන්,0
මොහමඩ්,1
මොහමඩ්,0
මොහමඩ්,0
චමිල්,1
චමල්,0
ඞඑමිල්,0
සංදීපා,1
සංදිජපා,0
නිශාන්,1
ඞඇඉනිශාන්,0
සමීම්,1
සම්ම්,0
සම්ම්,0
පනාවැන්නගේ,1
පනාවැන්නගේ,0
පනාවැන්නගේ,0
ගනිතලාගේ,1
ගනිනලාගේ,0
ගනිතලාගේ,0
කනක්ක,1
අබේසේකර,1
අබේසේකර,0
අබේසේකර,0
රනසිංහ,1
රනසිං,0
මොහමඩ්,1
මොහමඩ්,0
ඈඹමොහමඩ්,0
දික්පිටියලාගේ,1
දික්පිටියලාගේ,0
දික්පිටියලාගේ,0
අබ්දුල්,1
සෙනෙවිරත්න,1
අකුරැටිය,1
අකුර්ටිය,0
ඩිලාසල්,1
ඬිලාසල්,0
කුමාර,1
මොහම්මද්,1
මොහම්මද්,0
මොහම්මද්,0
චින්තක,1
ඞසචින්තතා,0
අර්ශාන්,1
ඈඇඅඅර්ශාන්,0
ඞශඞංඅර්ශාන්,0
අනෝමා,1
අනෝමා,0
අනෝමා,0
අයිනූල්,1
සිද්දික්,1
සිදිදික්,0
සිද්දක්,0
පත්මනාතන්,1
ෆොන්සේකා,1
ෆොන්සේකා,0
ෆොන්සේකා,0
තරිඳු,1
තරළු,0
එරිඳු,0
ජානකී,1
ජානනී,0
විග්නේස්වරන්,1
විග්නේස්වරන්,0
විග්නේස්වරන්,0
ෆායිස්,1
වෙලේගේ,1
වෙලේගේ,0
වෙලේගේ,0
කුරුකුදේ,1
කුරැබුදේ,0
කුරුකුදේ,0
බණ්ඩාර,1
ඞසඇබණ්ඩාර,0
රූපසිංහ,1
රෑපසිංහස,0
ධනසිරි,1
ඛඞඝධනසිර්ං,0
ගෙදර,1
ගෙර,0
මුහම්මදු,1
මුහම්මද්‍රු,0
නිරුණ,1
ඞඇඈනිරුණං,0
ජෝව්ෆෙර්,1
ජඡෝච්ෆෙර්,0
ඞජෝච්ෆෙර්,0
මවුජුඩ්,1
මවුරු්ඩි,0
මෙවුපුවඩ්,0
ගෙදර,1
කිලෝරන්,1
කිලෝරන්,0
කිලෝරන්ං,0
මංජුලානි,1
ඞමංජුලානි,0
ඞඡමංජුලානි,0
අළුත්ගම්මැහැලෑ,1
අළුත්ගමිමැහැලෑ,0
අථුත්ගම්මැහැලැ,0
දිනාලි,1
මාරසිංහ,1
ඞඝහමාරසිංහ,0
නියාස්දීන්,1
නියාස්දින්ං,0
ආරච්චිගේ,1
ආරච්චිගේ,0
ආරච්චිගේ,0
සිංහරාජ,1
ඈසිංගරාජ,0
ඉන්ද්‍රාදේවි,1
මන්ද්‍රාදේවි,0
ඉන්දාදේවිං,0
ගණිතයලාගේ,1
ගණිතයලාගේ,0
ගණිතයලාගේ,0
මුහම්මදු,1
ඞඨමුනම්මටදු,0
ඛඞේසඝඉමුහම්මදු,0
අත්තනායක,1
පතිරණගේ,1
පතිරණගේ,0
පතිරණගේ,0
රුවන්,1
මුවන්,0
රත්නසිරි,1
ඞඞඇරත්තසිරටි,0
ගෙදර,1
ගෙල,0
එදෙර,0
ශ්‍රීයාලතා,1
ශ්‍රීියාලතා,0
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
තිස්ස,1
විස්ස,0
තිසස,0
සරත්,1
සති,0
හේරත්,1
නේරත්,0
හේරත්,0
සනෝෂා,1
සනෝෂා,0
සතනෝෂා,0
චින්තක,1
චින්නන,0
නනායක්කාර,1
රත්නායක,1
ධම්මිකා,1
ඒකනායක,1
චිකඛනායක,0
ස්ටෙෆනි,1
ස්ටෙගනි,0
ස්ටෙනි,0
සුනේත්‍රා,1
සුනේත්‍රා,0
සුනේත්‍රා,0
අබ්දුල්ලා,1
අබදුල්ලා,0
ඞඅබදුල්ලා,0
කොබ්බැකඩුව,1
බොබ්බැබඩුව,0
කොබ්බැකඩුව,0
සිල්වා,1
රාමලාගේ,1
රාමලාගේ,0
රාමලාගේ,0
රොෂාන්,1
ඞරොෂාන්,0
ඞරොෂාන්,0
මල්කාන්ති,1
ඞේසශමල්කාන්තිං,0
දික්ඇල්ලේ,1
දිඛ්ඇල්ලේ,0
දික්ඇල්ලේ,0
ඉරන්ත,1
අදිකාරි,1
අදුකාර,0
සමන්,1
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
ශිරාණි,1
ශිරානි,0
ශිරානි,0
ආරච්චිගේ,1
ආරච්චිගේ,0
ඇආරච්චිගේ,0
නෂීර්දීන්,1
නමිීර්දීන්,0
නම්ර්දීන්,0
සුනීතා,1
හිටිහාමි,1
ඞහිටිනාම්,0
හිටිගාම්,0
තලකඩ,1
තලබඩ්,0
නතලකඩ,0
අම්බේ,1
අම්බ්,0
ඛේඝඞඅම්බේ,0
සත්යදේවි,1
ඈඋඅසත්‍යදේවි,0
සත්‍යදේවි,0
සුභසිංහගේ,1
සුභසිංහගේ,0
සුභසිංහගේ,0
වඩුගේ,1
එචඩුගේ,0
වඩුගේ,0
පුරානේ,1
පුරාන්ේ,0
පුරානේ්ේ,0
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
අස්මා,1
ඞඉඅස්මා,0
තරංග,1
කරංග,0
මනෝතිනි,1
මනෝතනිනි,0
හශනමනෝතිනි,0
ජාතුං,1
ජාත්‍ය,0
ජාත,0
ආරච්චිගේ,1
ආරච්චිගේ,0
ඈආරච්චිගේ,0
සන්ඳනන්,1
සන්ඳදනන්,0
රිනුෂා,1
රනුෂා,0
විනුෂා,0
බාලසූරිය,1
කුලරත්න,1
කන්නන්ගර,1
සඳනි,1
සෙඳනි,0
නිල්මනි,1
නිල්ම්නි,0
කංකානමලාගේ,1
කංකානමලාගේ,0
කංකානමලාගේ,0
වලව්වේ,1
ඞචලව්වේ,0
ඞවලව්වටවේ,0
මොහොමඩ්,1
මොහොමඩ්,0
මොහොමඩ්ං,0
ඊෆ්රම්ස්,1
ඛේඞඊලෆ්‍රම්ස්ං,0
බුලත්,1
ජයතිස්ස,1
ජයබිස්ස,0
මුහම්මදු,1
ඞමුහනම්මටු,0
ඛඞඝමුහම්මදු,0
එපිටගම,1
ංචිපිටටාම,0
මුනියන්ඩි,1
ඞමුනියන්ඩි,0
ප්‍රියදර්ශනී,1
ප්‍රේමසිරි,1
ඈදඑ්‍රේමසිටි,0
ප්‍රේමසිරි,0
මාලිකා,1
දමාලිකා,0
හර්ෂණි,1
මැණික්රාමයලාගේ,1
මැණික්‍රාමයලාගේ,0
මැණික්රාමයලාගේ,0
සාලිය,1
ලක්මාල්,1
ඨඈඡඇඟක්මාල්,0
සෙව්වන්දි,1
ඞසෙච්වන්ද්‍රි,0
සෙවච්චන්දි,0
කුසුමාවතී,1
මින්හාජ්,1
ඞමින්නාථ්,0
මින්හාජ්ං,0
කංකන්තුරයි,1
කස්තුක,1
ඞඛඞඝකස්තුක,0
තොටමුණ,1
තොටමුණ,0
තොටමුණ,0
තිලකසිරිගේ,1
තිලකසිරගේ,0
තිලකසිරිගේ,0
වන්නිආරච්චි,1
චන්නිආරච්චි,0
ස්වදර්ශනන්,1
ඉරන්ත,1
ඉරන්න,0
සේනාධීර,1
සේනාධීර,0
සේනාධීර,0
පෙරේරා,1
සශපෙරේරා,0
ඞසපෙරේරා,0
කුරුපැන්නලාගේ,1
කුරැපැන්නලාගේ,0
කුරුපැන්නලාගේ,0
දිස්නා,1
ආරච්චිලාගේ,1
ආරච්චිලාගේ,0
ආරච්චිලාගේ,0
වාවීව,1
වාව්ච්,0
වචාර්ව,0
ලිවේරිස්,1
ලිවේරස්,0
ඞඨලිවේරිස්,0
සෙනෙවිරත්න,1
රණසිං,1
ඞසඈරණසිං,0
කාන්ති,1
ටකාන්බචවි,0
කොන්නිං,0
මහබුබ්,1
අමිල,1
අම්ල්‍ර,0
සෙල්වනායගම්,1
නුස්කා,1
මධුසංඛ,1
මධුසංම,0
සාහුල්,1
ඉසාහුල්,0
ධසසාහුල්,0
තරිඳු,1
නළු,0
නර්දු,0
නාරායන,1
නාරාශන,0
ඉනාරායය,0
චමතිකා,1
චමනිකා,0
ඛේචමතිකා,0
වීරසූරිය,1
ඞවචිරසූරය,0
කාවින්ද්‍යා,1
කාචින්ද්‍රලා,0
වීරසිංහ,1
චීරසිංහ,0
විරසිහං,0
ගෙදර,1
ශෙදර,0
නිලුකා,1
නිලූකා,0
සීලවතී,1
සීලවබ්ී,0
විජේරත්න,1
විජේරත්න,0
විජේරත්න,0
තුප්පහිගේ,1
තුප්පහිගේ,0
තුප්පහිගේ,0
ප්‍රනාන්දු,1
පනාන්දු,0
ප්‍රනාන්ද්‍රාට,0
ආරච්චිගේ,1
ආරච්චිගේ,0
ආරච්චිගේ,0
අමරසිංහ,1
හල්ඕවිටගේ,1
හල්ඕවිටගේ,0
හල්ඕව්ටගේ,0
චමාලි,1
ඞීඑඑමාලි,0
නිර්මලා,1
නිර්මමා,0
ප්‍රනාන්දු,1
පැරසියා,1
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
සිතාරා,1
චමින්ද,1
ඈචම්න්ලද,0
ේඑඋඑමින්ද,0
නුවන්,1
වසන්ත,1
ප්‍රභූදේව,1
ප්‍රහූදේව,0
ප්‍රභූදේවද,0
විජේරත්න,1
වචිපේරත්න,0
විජේරත්න,0
මොහමඩ්,1
මොහමඩ්,0
මොහමඩ්,0
හේරත්,1
හේරත්,0
ඞහේරත්,0
අච්චිල්ලාගේ,1
අඞචිචිල්ලාගේ,0
අච්චිල්ලාගේ,0
බංඩා,1
බඩා,0
ලොකුලියනගේ,1
ලොකුලියනගේ,0
ලොකුලියනගේ,0
පෙරේරා,1
පෙරේරා,0
පෙරේරා,0
දෙල්තලාවේ,1
දෙල්තලාවේ,0
දෙල්තලාවේ,0
සංජය,1
සංජයහඬ,0
දුමේෂ්,1
ඞඅඅදුමේෂ්,0
දුමේෂ්,0
කන්දෙගේ,1
කන්දෙගේ,0
කන්දෙගේ,0
දර්ශණ,1
හෙට්ටිගේ,1
නෙට්ටිගේ,0
හෙට්ටිගේ,0
රාමනාදන්,1
සිල්වා,1
රුවන්තිකා,1
රැචන්නිකා,0
රුචන්තිකා,0
ප්‍රියන්ති,1
ජප්‍රියන්නි,0
ආරච්චිගේ,1
ආරච්චිගේ,0
ආරච්චිගේං,0
තෙරේසා,1
තෙරේසා,0
තෙරේසා,0
චන්දිම,1
සෙව්වන්දි,1
සෙව්වන්දිං,0
රත්නායක,1
වර්ණකුලසූරිය,1
වර්ණකුලසූර්ය,0
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
මොහමඩ්,1
ඞමොනමඩ්,0
ඞමොහමඩ්,0
පේඩිගේ,1
ඞපේඩිගේ,0
පේඩිගේ,0
පෙරුමසිංහගේ,1
පෙරැමසිංහගේ,0
පෙරුමසිංහගේ,0
කුලසේන,1
කුලසේන,0
කුලසේන,0
ජුනයිදීන්,1
කෞශල්‍යා,1
කෞශලනා,0
කෞශල්‍යා,0
ගෙදර,1
මොහමඩ්,1
මොහමඩ්,0
මොහමඩ්,0
ලංසකාර,1
ඞසලංසකාර,0
කල්පනී,1
ලියනගේ,1
ලියනගේ,0
ලියනගේ,0
නිරුබරාජ්,1
රහුමාන්,1
රහුමාන්ං,0
ජයසිංහ,1
මධුෂාන්,1
ඞමධුෂාන්,0
මධුෂාන්ං,0
මොහමඩ්,1
මොහමඩ්,0
මොහමඩ්,0
ඉරේෂා,1
ඉරේෂා,0
ඉරේෂා,0
සෝබිකා,1
සෝබීකා,0
සෝබිකා,0
මැනික්පුර,1
තමැනික්පුර,0
පියරත්න,1
ප්‍රියදර්ශණි,1
මුත්තලෙබ්,1
මුත්තලෙබ්ි,0
මුත්තලෙඛ්,0
පාස්කරන්,1
සුබ්‍රමනී,1
ඞඉසුබ්‍රමන්,0
රනිඳු,1
රඑඩදු,0
රනිල,0
ලක්‍ෂිත,1
ලක්ෂීත,0
ඛඞසඨලක්ෂත,0
කෝට්ටගේ,1
කෝට්ටගේ,0
කෝට්ටගේ,0
ලියනරාලලාගේ,1
ලියනරාලලාගේ,0
ලියනරාලලාගේ,0
රසිඳු,1
එසඳු,0
වීරකෝන්,1
වචීරකෝන්,0
වීරකෝන්,0
රම්බංඩාර,1
ජනක,1
ජනන,0
ජනත,0
කපිල,1
පේදුරු,1
පේදුරු,0
පේදුරු,0
අටානිකිත,1
ඞඝඅඅටානිතිත,0
උදය,1
ඊදය,0
ඒකනායක,1
චිකඛනායක,0
මුදලිගේ,1
ඞඝමුදලිගේ,0
මුදලිගේ,0
මලයා,1
කහකොටුවේ,1
කහකොටුවේ,0
කහකොටුවේට,0
ශ්‍රීමාල්,1
ස්‍රිමාල්,0
දේශාන්,1
ඞදේශාන්,0
දේශාන්,0
පේඩිගේ,1
පේඩිගේ,0
පේඩිගේ,0
සිල්වා,1
සුබසිංහ,1
ඞසසුබසිං,0
සුබසිංග,0
වටුතන්ත්‍රිගේ,1
වටුතන්ෆිගේ,0
වවටුතන්තිගේ,0
ආරචිගේ,1
ආරච්ශභ්,0
ඞඅආරච්ගේ,0
මධුක,1
යවිධුත,0
ආරච්චිගේ,1
ආරච්චිගේ,0
ආරච්චිගේ,0
එනිසන්ට්,1
චිනිසන්ට්,0
සුදසිංහ,1
ධඞසසුදසිහං,0
විජයරත්නායක,1
චිජයරන්නායක,0
ආරච්චිල්ලාගේ,1
ආරච්චිල්ලාගේ,0
ආරච්චිල්ලාගේ,0
පෙරේරා,1
පෙරේරා,0
පෙරේරා,0
උඩගේ,1
ඈඋඩගේ,0
උඩගේ,0
ජෝසප්,1
පෝසථ්,0
ඨඞජපෝසප්,0
පොඩිහාමි,1
ඞපොඩ්හාම්,0
පොඩ්හාම්ි,0
උඩවලගමගේ,1
උඩවලගමගේ,0
උඩවලගමගේ,0
මදාරා,1
ආරච්චිලාගේ,1
ආරච්චිලාගේ,0
ආරච්චිලාගේ,0
සෝමවංසගේ,1
සෝමවංසගේ,0
සෝමවංසගේ,0
ආරච්චිල්ලාගේ,1
ආරච්චිල්ලාගේ,0
ආරච්චිල්ලාගේ,0
බොපෙගේ,1
බොපෙගේ,0
බොපෙගේ,0
ඇන්සලම්,1
සඈඇන්සලම්,0
බෝගහමුල,1
බෝගනමුල,0
බෝගහමුල,0
තෙනන්නැහෙලාගේ,1
තෙනන්නැහෙලාගේ,0
තෙනන්නැහෙලාගේ,0
මීදෙනියගේ,1
මීදෙනියගේ,0
මීදෙනියගේ,0
හේරත්,1
හේරත්,0
හේරත්,0
රත්නායක,1
ජයසූරිය,1
ජයයූර්ය,0
රවිචන්ද්‍රන්,1
ඇරවචිචන්ද්‍රන්,0
රවිචන්දන්,0
පසිඳු,1
පසිඳුං,0
රන්මුතුගේ,1
රන්මුබුගේ,0
රන්මුතූුගේ,0
ලක්ෂිකා,1
ලඛබ්ෂිකා,0
රණවීර,1
ආරච්චිගේ,1
ආරච්චිගේ,0
ආරච්චිගේ,0
විමලාවති,1
ඞචිමලාවනි,0
ලොරින්,1
ලොරන්,0
ලොරින්,0
දෙහ්රාන්,1
දෙන්රාන්,0
ඞදෙහ්රාන්,0
ෆොන්සේකා,1
ෆොන්සේකා,0
ෆොන්සේකා,0
බියන්විල,1
කනන්ගම,1
නිලංගන,1
චන්ද්‍රා,1
චන්දා,0
ගමගේ,1
ඞඉගමගේ,0
ගමගේ,0
චතුරංග,1
ඞචඑතුරග,0
නයනා,1
තලහිටි,1
සෙනවිරත්න,1
දයානි,1
මධුෂානි,1
රත්නායක,1
සුබසිංහ,1
ඉසුරු,1
ඉයුරු,0
කොඩිතුවක්කු,1
බොඩිතුවක්කු,0
කොඩිතුවක්කු,0
අංගොඩ,1
අංගොඩ,0
අංගොඩ,0
වීරසූරිය,1
වීරසූරය,0
ලෙබ්බේ,1
ලෙබ්බේ,0
ඞලෙබ්බේ,0
අංගේ,1
අංගේ,0
අංශේ,0
මුහම්මදු,1
ඞඝමුනම්මටු,0
ඞමුගම්මදු,0
කහකොටුවේ,1
කහකොටුවේ,0
කගකොටුවේ,0
මුදියන්සේලාගේ,1
මුදියන්සේලාගේ,0
මුදියන්සේලාගේ,0
පන්නිල,1
පන්නතිල,0
ේඨඈපන්නිල,0
සෙබමාලෙයි,1
ඉසෙබමාලෙයි,0
වීදාගම,1
විදාගං,0
විදාශග,0
රෙකාසා,1
ඨඈරෙකාසා,0
ඞඔරෙකාසා,0
පද්මිණී,1
පද්ම,0
පුද්ම්ම්,0
ජනක්,1
පනක්,0
ඒනක්,0
තරුෂි,1
ඞතරුමෂ්,0
ආරියවංශ,1
ආර්යවචංශ,0
‍ප්‍රියන්ත,1
ඩප්‍රියන්න,0
ප්‍රියන්ත,0
තරිඳු,1
තරිදු,0
කරිඳු,0
මොහිදීන්,1
මමාහිදීන්,0
මොහිදීන්,0
මදුසංග,1
ඨමදුසංග,0
ඇන්ටනි,1
ඇත්ටති,0
මොහමඩ්,1
මොහමඩ්,0
උශමොහමඩ්ං,0
සේහුමාදර්,1
සේහුමාදර්,0
සේෙහුමාදර්,0
සේපාලිකා,1
සඨඞසඝස්පාලිකා,0
සේපාලිකා,0
නියංගම,1
නියංගමෂං,0
ආරච්චිගේ,1
ආරච්චිගේ,0
අආරච්චිගශේ,0
හෂාන්,1
නෂාන්,0
හමාන්,0
ධම්මවිමල,1
ඞඈඋධබම්මව්මම,0
කුමාර,1
මෝහන්,1
මෝනන්,0
මෝහන්,0
මොහොමඩ්,1
මොහොමඩ්,0
මොගොමඩ්ට,0
කරුණාරත්න,1
කරැණාරත්න,0
වික්‍රම,1
චවිටම්‍රම,0
වික්‍රමු,0
හනාන්,1
ඈහනාන්,0
හගනාන්,0
කැලනිය,1
කැලනියං,0
දීපිකා,1
රන්කොත්,1
රන්කොත්ං,0
රන්කොත්,0
හෙයිරියා,1
නෙයිරයා,0
මංජුලා,1
හේවගේ,1
හේවගේ,0
හේවගේ,0
මුණසිංහ,1
